session_title,year,number_of_authors,number_of_papers
Theory of Matching Markets,2015,8,4
Theory of Persuasion,2014,7,3
Thinking about the History of Radical Economics: Working People and the Organization of Production,2015,4,4
"Thought Experiments in Economics, Past and Present (B4, B2)",2016,4,4
"Thriving Through Balance (H8, Z1)",2015,6,4
Time Away from Work,2012,8,4
Time for Serious Financial Reforms: A Progressive Agenda,2011,6,5
Time Series Econometrics,2016,11,5
Time Series Methods,2015,8,3
Toilet Papers: The Economics of Sanitation in Developing Countries,2014,11,4
Too-Big-to-Fail and Safety Net Subsidies,2011,9,4
Top Income Inequality,2018,10,3
Top Income Inequality and the Gender Divide,2018,13,4
Topics in Asset Pricing,2015,15,4
Topics in Banking and Shadow Banks,2016,9,5
Topics in Behavioral Finance,2014,8,3
Topics in Behavioral Finance,2015,8,3
Topics in Credit Risk Analysis,2015,9,3
Topics in Demand and Industry Dynamics,2013,5,4
Topics in Development Economics,2016,9,4
Topics in Dynamic Contracting,2015,4,3
Topics in eCommerce,2016,12,4
Topics in Economic Development,2012,11,5
Topics in Economic Development: Explorations and Evidence From Sub-Saharan Africa and South Asia,2018,4,4
Topics in Economic Education,2013,7,4
Topics in Economic History,2011,9,4
Topics in Economic Theory I,2019,5,3
Topics in Economic Theory II,2019,7,3
Topics in Education Policy,2013,8,4
Topics in Empirical Industrial Organization: A Structural Approach,2019,13,4
Topics in Energy Issues,2018,9,4
Topics in Energy Modeling,2011,10,4
Topics in Energy Modeling,2012,7,4
Topics in Financial Stability,2019,9,5
"Topics in Forensic Economics (K1, D4)",2016,4,3
Topics in Forensic Economics I – Estimating Earnings,2014,4,3
Topics in Forensic Economics II – Employment Session,2014,5,3
Topics in Forensic Economics III - Legal Session,2014,5,3
Topics in Forensic Economics IV – Growth and Discounting,2014,4,3
Topics in Health,2016,6,4
Topics in Health Economics,2018,11,4
Topics in Health Economics,2019,10,5
"Topics in Immigration, Employment, and Health",2012,9,4
Topics in Industrial Organization,2016,6,4
Topics in Institutional Economics,2019,6,5
Topics in Insurance Economics,2013,14,5
Topics in International Real Estate,2018,10,4
Topics in International Trade,2018,10,5
Topics in International Trade,2019,11,5
Topics in IO theory,2015,10,4
Topics in Labor Economics,2011,9,4
Topics in Macro and Monetary History,2018,3,3
Topics in Monetary Policy,2015,4,4
"Topics in Political Economy (C1, F5)",2015,7,4
Topics in Return Dynamics,2019,13,4
Topics in Risk and Economics,2014,14,5
"Topics in Risk and Economics (D8, G2)",2015,14,5
"Topics in Risk and Economics (G2, D8)",2016,11,4
Topics in Risk and Insurance,2018,13,4
Topics in Risk and Insurance,2019,7,4
Topics in Social Economics,2019,6,4
Topics in Stratification Economics,2016,7,4
Topics in Taxation,2014,4,3
Topics in Transportation,2018,10,5
Topics in Transportation and Trade,2018,11,5
Topics in Transportation Economics,2012,9,4
Topics in Transportation Economics,2013,8,4
Topics in Transportation Economics,2014,7,4
Topics in Transportation Economics,2015,11,4
Topics in Transportation Economics,2016,8,4
Topics in Transportation Economics,2019,9,4
Topics in Treasury Markets,2014,11,4
Topics in Urban Economics,2012,7,4
Topics in Urban Economics,2013,8,4
Topics in Water and Wastewater Management,2018,9,4
Topics in Wine Economics,2011,13,4
Topics on Slavery,2011,5,3
Topics on the History of Radical Political Economics,2018,6,5
Towards European Banking Union: Implications for Eastern Europe,2014,11,4
"Trade and Africa's Structural Transformation (O1, F1)",2015,14,6
Trade and Currency Wars in the 21st Century,2019,9,4
Trade and Development,2014,9,4
Trade and Economic Regimes,2019,11,4
Trade and Finance,2011,7,4
Trade and Firm Dynamics,2014,10,5
Trade and Firm Dynamics,2016,11,5
Trade and Firm Dynamics,2019,10,5
"Trade and Growth (F1, O1)",2016,14,4
Trade and Inequality,2014,11,4
Trade and Innovation,2018,14,4
Trade and Labor Markets: Evidence from Matched Employer-Employee Data,2012,14,4
Trade and Technology Diffusion,2018,13,4
Trade and the Economic Impacts of Transportation Infrastructure,2014,8,4
Trade Credit and Lines of Credit,2013,9,4
"Trade Flows, Capital Flows and Bank Credits",2018,14,6
Trade in an Environment of Increasing Economic Nationalism,2018,8,4
"Trade, Exchange Rates and Economic Development",2012,11,6
"Trade, FDI and External Wealth in the Middle East and North Africa",2019,6,4
"Trade, FDI and Recessions",2012,10,4
"Trade, Finance and Economic Growth (F4, F1)",2015,9,6
"Trade, Finance and Macro Policy (E2, E2)",2016,11,6
"Trade, Innovation and Economic Growth (O4, O1)",2016,5,4
"Trade, Multinationals, and Firm Dynamics",2018,5,4
"Trade, Service Sector and Conflict in Africa",2019,10,6
"Trade, Technology, and the Local Economy in China",2018,7,4
Trading,2014,7,4
Trading Activity,2015,10,4
Trading and Financial Instruments,2015,11,5
Trading by Mutual Funds,2011,6,3
Trading in Modern Markets,2019,11,4
"Traffic (R1, R4)",2015,8,4
Trajectories of Innovation: Evaluation and Direction in R&D Project Selection,2018,10,4
Transfers and Networks in Developing Countries,2014,10,4
TransHistorical Restitutions: The Political Economy of Reparations,2018,5,5
Transmission of Shocks Across Countries,2018,10,4
"Transparency, Corporate Governance, and Firm Value",2016,8,3
Transportation,2019,11,4
"Transportation Economics: Planes, Trains, Railroads and Trucks",2012,8,4
Transportation Infrastructure,2013,11,4
Transportation Public-Private Partnerships,2014,10,4
Treatment Effects and Regression Discontinuity,2018,7,4
Trouble at the Bar: Improving Resource Allocation in Law,2013,5,3
TrumpEconomics: a First Year Evaluation,2018,5,5
TrumpEconomics: A World View,2018,5,4
Trust and Cooperation,2014,10,4
Tuition and Enrollment in Higher Education,2019,10,4
"Twenty Years of Present Bias (D1, D9)",2015,4,3
"U.S. Businesses and Workers: Growth, Productivity, Job Creation and Employment Separation",2011,9,4
Uncertainty and Financial Markets,2019,14,4
"Uncertainty, Risk and Fluctuations",2016,10,5
"Uncertainty, Risk, and Discounting in Climate Policy",2014,8,4
Unconventional Monetary Policies in Crisis Times: Which Impact and What Legacy?,2012,6,4
"Unconventional Monetary Policies, Asset Prices and Transmission Mechanisms (E5, G1)",2016,9,4
Uncovering Alpha: Informed Traders across the World,2016,11,4
Understanding Business Cycles,2012,10,5
"Understanding China's Environmental and Energy Challenges and Policy Options (Q5, Q4)",2015,12,4
Understanding Economic and Financial Crises,2014,10,4
Understanding Financial Markets and Institutions,2011,8,3
Understanding Short-Term Debt,2013,6,3
Understanding the Auction Process: New Theories and Empirical Evidence,2014,13,4
Understanding the Effects of Unorthodox Monetary Policies,2011,13,4
Understanding the Effects of War on Poverty Programs,2011,10,4
Understanding Trends in Labor Market Outcomes,2014,13,4
Unemployment Across Regions and Sectors,2014,11,4
Unemployment and the Business Cycle: The Role of Firm Heterogeneity,2012,6,4
Unemployment and Unemployment Insurance,2019,6,3
Unemployment Insurance and Labor Market Outcomes,2015,9,4
Unemployment Insurance Benefits and Financing During the Great Recession,2011,6,4
Unemployment Insurance Over the Business Cycle,2012,5,3
Unfamiliar Psychologies: Applications of Behavioral Science Not Commonly Used in Economics,2016,8,4
"Unintended Consequences? Unexpected Gendered Impacts of Economic Policies, Growth and Measures",2012,4,4
"Union Effects in the US and Canada: Tenure, Earnings, and Workplace Stress - LERA Competitive Papers",2013,3,3
Union Members as Citizens,2013,5,4
Union Members as Political Leaders,2013,5,4
Unionization and Occupational Licensing: Similarities and Differences,2013,6,3
"Unions and the Labor Market (J5, J2)",2015,7,4
"Unions, Immigrant Workers, and the Crisis of Capitalism",2013,5,3
Universal Service and Openness,2013,5,4
Urban and Labor,2019,8,4
Urban Development and Dynamics,2014,6,4
Urban Development and Transportation,2014,6,4
Urban Economics,2014,13,4
Urban Economics,2018,5,3
Urban Economics Theory and Policy,2018,6,4
Urban Growth and Immigration,2018,6,4
Urban Inequality,2019,7,4
Urban Issues in Historical Perspective,2015,6,3
"Urban Productivity (R1, R4)",2016,7,4
Urban Public Policy,2014,9,4
"Urban Theory (R1, R3)",2016,9,4
Urbanization and Transportation Infrastructure in Developing Countries,2013,7,4
"Urbanization in Developing Countries (R1, O1)",2015,11,4
"US-PRC Relations Under the Obama Administration: Trade, Investment, and Corporate Espionage",2011,3,3
Using Field Experiments in Environmental and Resource Economics,2011,9,4
Using Information Technology to Improve Health in Developing Countries,2014,9,3
"Using Information Technology to Improve Public Programs: Evidence from Asia, Africa, and Latin America (O1, H8)",2016,13,3
Using Integrated Assessment Models to Inform Decision-Making in the Face of Uncertain Climate Change,2014,6,4
"Using Linked Census and Administrative Data to Analyze Intergenerational and Geographic Mobility (J6, D1)",2016,11,4
Using Meta-Analysis to Understand Labor Market Issues,2015,8,4
Using Micro Data to Understand Macro Aggregates,2019,10,3
Utilization and Costs in Health Care – Implications for Reform,2013,7,3
Vacancies and Recruitment,2019,9,3
"Valuation and Amenities (Q5, H4)",2015,7,4
Value and Exploitation in Marxian Theory,2014,4,4
Value-Added Models: New Methods and Applications,2016,10,4
Values and Beliefs in Political Economy,2019,6,3
Valuing Climate Change Catastrophes,2016,10,4
Variance and Crash Risk Pricing,2016,9,4
Varieties of Natural Law Economics,2013,3,3
Veblenian Roots and Implications of the Great Crisis,2012,7,5
Venture Capital,2018,10,4
Vertical Integration in the Health Care Market,2018,6,3
Very Local House Price Dynamics,2012,7,3
Vested Interests and Social Progress under Uncertainty,2019,8,5
"Violence-Domestic, Automobile, Drugs and Climate",2015,9,5
Volatility and Asset Returns,2014,9,4
Volatility and Returns,2014,7,3
Volatility and Tail Risk,2018,12,4
Voluntary and Information Based Environmental Management,2012,7,4
Vulnerable Workers; Precarious Work: A Global Perspective,2012,3,3
Wage Inequality,2014,6,4
Wage Rigidities and Equilibrium Unemployment,2015,10,5
"Wage Rigidity (J3, E2)",2016,9,4
Wages,2019,11,5
Wages and Inequality,2019,10,4
War and Religion in the Middle East: Past and Present,2011,9,5
Water Conservation Policy,2019,12,4
Water Resource Management Challenges: Efficient Institutions and Policies,2016,9,3
Water Rights: Historical Perspectives and Emerging Issues,2012,9,4
"Water, Health and Development",2018,5,4
Weakly Identified Models,2013,7,4
Wealth Inequality & Wealth Taxation,2019,20,4
"Wealth Taxation (E1, H1)",2016,11,4
"Weather and United States Economic Activity (E2, Q5)",2016,7,4
"Weather, Air Quality, Health and Crime",2016,7,4
Welfare Analysis When Choices Don’t Always Reveal Preferences: Applications to Health Policy,2016,12,4
"Welfare and Mergers in Vertical Relationships: Theory, Evidence and Policy Implications (L1, L4)",2016,10,4
Welfare Gains from Trade,2011,9,4
Welfare Policies in Latin American,2014,8,4
Well-Being and Gender Under Globalization,2011,4,4
"Well-Being: Measurement and Policies (I3, C8)",2015,14,4
What Can We Learn From Financial Market Responses to the 2016 Election?,2018,9,3
What Can We Learn from Private Sector Data About the Labor Market?,2018,13,4
"What Caused the Decline in Labor Market Mobility? (J2, E2)",2016,4,3
What Determines the Performance of US and International Healthcare?,2012,12,4
What Do Economists Think about Major Public Policy Issues?,2013,3,2
What Does Development Mean? Considerations of Contact Areas Between Structural Power and Grassroots Resistance,2013,5,5
What Does Fieldwork Bring to Economics? Challenges and Insights of Fieldwork,2012,6,4
"What Explains Divergent Productivity Growth Between the United States, Europe and Canada?",2013,7,4
What Impact Do Managers Really Have?,2014,3,3
What is the Future for Biofuels?,2013,7,3
What Matters in Principles of Economics Classes?,2014,9,4
What Nonparametric Methods Teach Us about Linear Methods for Models with Endogeneity,2013,6,3
What Role (If Any) Should Economic History Play in the Training of an Economist?,2019,5,4
What Role for Industrial Policy? Perspectives from Around the World,2011,5,4
What Social Control Principles and Related Institutional Framework to Mitigate the Inherent Instability of Financialized Capitalism?,2014,6,5
"What We Can Learn About Gender Differences from International Data and Immigrant Groups (J1, J2)",2015,9,4
What's Natural? Key Macroeconomic Parameters after the Great Recession,2014,6,3
What’s Special About the Dollar in Financial Markets?,2018,8,3
Whatever Happened to Incomes Policy? In Honor of the Late Lloyd Ulman,2016,4,4
"When Will the Eurozone Crisis End? (F3, F3)",2015,5,5
Whither Affirmative Action?,2013,5,4
Whither the Future of Economic History?,2018,5,4
Who Bears the Corporate Income Tax? An Empirical Approach to Assessing Incidence,2011,9,4
Why Did Consumption Collapse during the Great Recession?,2013,12,4
Why Do Firms Invest in Corporate Social Responsibility and Does it Matter?,2018,14,4
"Why Labor Is Not Like Broccoli: Session in Honor of Robert E. Prasch III (B5, J1)",2016,6,5
"Why Peers Matter: Social Networks in Status, Learning and Influence",2012,4,3
Will the Euro Survive?,2011,4,4
Winning and Losing in Asset Allocation,2014,11,4
Woman and Labor Markets,2013,8,4
Women and Development (J16),2014,9,4
Women and Economic Development in Africa,2013,17,6
Women and Leadership (J16),2014,9,4
Women and the Firm,2012,11,4
Women in the Economics Profession,2012,6,4
"Women, Wages, and the Workplace (J1, J2)",2015,11,4
