author,author-corrected,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,,,,,
Corina D. Mommaerts,Corina D. Mommaerts,Female,,,,,,,,,,
Christopher R. Udry,Christopher R. Udry,Male,CHRISTOPHER UDRY,,,,,,,,,
Munshi Sulaiman,Munshi Sulaiman,Male,,,,,,,,,,
Konrad B. Burchardi,Konrad B. Burchardi,Male,Konrad Burchardi,,,,,,,,,
Selim Gulesci,Selim Gulesci,Male,,,,,,,,,,
Terence R. Johnson,Terence R. Johnson,Male,,,,,,,,,,
Meredith Startz,Meredith Startz,Female,,,,,,,,,,
Margaret S. McMillan,Margaret S. Mcmillan,Female,,,,,,,,,,
Michel Serafinelli,Michel Serafinelli,Male,,,,,,,,,,
Lizhi Liu,Lizhi Liu,Female,,,,,,,,,,
Yizhen Gu,Yizhen Gu,Male,,,,,,,,,,
Mari Tanaka,Mari Tanaka,Female,,,,,,,,,,
Gregory M. Distelhorst,Gregory M. Distelhorst,Male,,,,,,,,,,
Kevin Donovan,Kevin Donovan,Male,,,,,,,,,,
Wyatt Brooks,Wyatt Brooks,Male,,,,,,,,,,
Alex Hollingsworth,Alex Hollingsworth,Male,,,,,,,,,,
Wendy Rahn,Wendy Rahn,Female,,,,,,,,,,
Ariell Zimran,Ariell Zimran,Male,,,,,,,,,,
Peter Koudijs,Peter Koudijs,Male,,,,,,,,,,
Carol H. Shiue,Carol H. Shiue,Female,,,,,,,,,,
Saumitra Jha,Saumitra Jha,Male,,,,,,,,,,
Masanori Takashima,Masanori Takashima,Male,,,,,,,,,,
Andrew Goodman-Bacon,Andrew Goodman-Bacon,Male,,,,,,,,,,
Daniel P. Gross,Daniel P. Gross,Male,,,,,,,,,,
Margarita Portnykh,Margarita Portnykh,Female,,,,,,,,,,
Mesay Melese Gebresilasse,Mesay Melese Gebresilasse,Male,,,,,,,,,,
Samuel A. Bazzi,Samuel A. Bazzi,Male,,,,,,,,,,
Alan Seals,Alan Seals,Male,,,,,,,,,,
Chris Vickers,Chris Vickers,Male,,,,,,,,,,
Stephan Heblich,Stephan Heblich,Male,,,,,,,,,,
Reka Juhasz,Reka Juhasz,Female,,,,,,,,,,
Krishna Pendakur,Krishna Pendakur,Male,,,,,,,,,,
Peter Egedesø Madsen,Peter Egedesø Madsen,Male,,,,,,,,,,
Peter S. Jensen,Peter S. Jensen,Male,,,,,,,,,,
Peter E. Jensen,Peter E. Jensen,Male,,,,,,,,,,
Casper W. Hansen,Casper W. Hansen,Male,,,,,,,,,,
Evan J. Taylor,Evan J. Taylor,Male,,,,,,,,,,
Martin H. Saavedra,Martin H. Saavedra,Male,Martin Saavedra,,,,,,,,,
Brian B. Beach,Brian B. Beach,Male,,,,,,,,,,
Cyrus Samii,Cyrus Samii,Male,,,,,,,,,,
Andrew Jordan,Andrew Jordan,Male,,,,,,,,,,
Karl Schulze,Karl Schulze,Male,,,,,,,,,,
Rajeev H. Dehejia,Rajeev H. Dehejia,Male,RAJEEV DEHEJIA,,,,,,,,,
Ethan Schmick,Ethan Schmick,Male,,,,,,,,,,
Edward l. Kosack,Edward L. Kosack,Male,,,,,,,,,,
Zachary A. Ward,Zachary A. Ward,Male,,,,,,,,,,
Esra Kose,Esra Kose,Female,,,,,,,,,,
Elira Kuka,Elira Kuka,Female,,,,,,,,,,
Burcu Duygan,Burcu Duygan,Female,,,,,,,,,,
Ryo Jinnai,Ryo Jinnai,Male,,,,,,,,,,
Tomohiro Hirano,Tomohiro Hirano,Male,,,,,,,,,,
Anna Florio,Anna Florio,Female,,,,,,,,,,
Alessandro Gobbi,Alessandro Gobbi,Male,,,,,,,,,,
Zhenjiang Lin,Zhenjiang Lin,Male,,,,,,,,,,
Abeer Reza,Abeer Reza,Female,,,,,,,,,,
Hassan Afrouzi,Hassan Afrouzi,Male,,,,,,,,,,
Yoram Halevy,Yoram Halevy,Male,,,,,,,,,,
Sreyoshi Das,Sreyoshi Das,Female,,,,,,,,,,
Michael Webb,Michael Webb,Male,,,,,,,,,,
David N. Weil,David N. Weil,Male,DAVID WEIL,,,,,,,,,
Cian Ruane,Cian Ruane,Male,,,,,,,,,,
Shuo Chen,Shuo Chen,Male,,,,,,,,,,
Yiming Cao,Yiming Cao,Male,,,,,,,,,,
Tarek F. Ghani,Tarek F. Ghani,Male,,,,,,,,,,
Michael J. Callen,Michael J. Callen,Male,,,,,,,,,,
Patrick M. Downey,Patrick M. Downey,Male,,,,,,,,,,
Mohammad Isaqzadeh,Mohammad Isaqzadeh,Male,,,,,,,,,,
Austin L. Wright,Austin L. Wright,Male,,,,,,,,,,
Nele Warrinnier,Nele Warrinnier,Female,,,,,,,,,,
Leanne Stickland,Leanne Stickland,Female,,,,,,,,,,
Jason Garred,Jason Garred,Male,,,,,,,,,,
Daniel P. Ahn,Daniel P. Ahn,Male,,,,,,,,,,
Erkut Y. Ozbay,Erkut Y. Ozbay,Unknown,,,,,,,,,,
Emel Filiz-Ozbay,Emel Filiz-Ozbay,Unknown,,,,,,,,,,
Lesley J. Turner,Lesley J. Turner,Female,,,,,,,,,,
Isaac Mbiti,Isaac Mbiti,Male,,,,,,,,,,
Thomas Fujiwara,Thomas Fujiwara,Male,,,,,,,,,,
Uri Gneezy,Uri Gneezy,Male,,,,,,,,,,
Luc Behaghel,Luc Behaghel,Unknown,,,,,,,,,,
Clement de Chaisemartin,Clement De Chaisemartin,Male,,,,,,,,,,
Rigissa Megalokonomou,Rigissa Megalokonomou,Unknown,,,,,,,,,,
David T. Robinson,David T. Robinson,Male,DAVID ROBINSON,,,,,,,,,
J. Daniel Kim,J. Daniel Kim,Male,,,,,,,,,,
Francesco D’Acunto,Francesco D’acunto,Male,,,,,,,,,,
Matthieu Lequien,Matthieu Lequien,Male,,,,,,,,,,
Christophe Cahn,Christophe Cahn,Male,,,,,,,,,,
Mattia Girotti,Mattia Girotti,Male,,,,,,,,,,
Anders Sørensen,Anders SøRensen,Male,,,,,,,,,,
Matthew J. Neidell,Matthew J. Neidell,Male,MATTHEW NEIDELL,,,,,,,,,
Daniel S. Grossman,Daniel S. Grossman,Male,,,,,,,,,,
Juliano Assunção,Juliano AssunçãO,Male,,,,,,,,,,
Andrew R. Waxman,Andrew R. Waxman,Male,Andrew Waxman,,,,,,,,,
Hendrik Wolff,Hendrik Wolff,Male,,,,,,,,,,
Prashant Bharadwaj,Prashant Bharadwaj,Male,,,,,,,,,,
Lala Ma,Lala Ma,Female,,,,,,,,,,
Elaine L. Hill,Elaine L. Hill,Female,,,,,,,,,,
Yanos Zylberberg,Yanos Zylberberg,Male,,,,,,,,,,
Alex Trew,Alex Trew,Male,,,,,,,,,,
Hope Thompson,Hope Thompson,Female,,,,,,,,,,
Charles D. Kolstad,Charles D. Kolstad,Male,CHARLES KOLSTAD,,,,,,,,,
Louis D. Preonas,Louis D. Preonas,Male,,,,,,,,,,
Nicolai V. Kuminoff,Nicolai V. Kuminoff,Male,Nicolai Kuminoff,,,,,,,,,
Brett Close,Brett Close,Male,,,,,,,,,,
Catherine Koch,Catherine Koch,Female,,,,,,,,,,
Lin William Cong,Lin William Cong,Male,,,,,,,,,,
Nina Boyarchenko,Nina Boyarchenko,Female,,,,,,,,,,
Christophe Perignon,Christophe Perignon,Male,,,,,,,,,,
Guillaume Vuillemey,Guillaume Vuillemey,Male,,,,,,,,,,
Patrik Guggenberger,Patrik Guggenberger,Male,,,,,,,,,,
Mikael Juselius,Mikael Juselius,Male,,,,,,,,,,
Mathias Drehmann,Mathias Drehmann,Male,,,,,,,,,,
Andreas Neuhierl,Andreas Neuhierl,Male,,,,,,,,,,
Joachim Freyberger,Joachim Freyberger,Male,,,,,,,,,,
Laura Liu,Laura Liu,Female,,,,,,,,,,
Pooyan Amir Ahmadi,Pooyan Amir Ahmadi,Male,,,,,,,,,,
Patrick Gagliardini,Patrick Gagliardini,Male,,,,,,,,,,
Mirco Rubin,Mirco Rubin,Male,,,,,,,,,,
Rickard Nyman,Rickard Nyman,Male,,,,,,,,,,
Paul Ormerod,Paul Ormerod,Male,,,,,,,,,,
Sujit Kapadia,Sujit Kapadia,Male,,,,,,,,,,
David Gregory,David Gregory,Male,,,,,,,,,,
Jose L. Montiel Olea,Jose L. Montiel Olea,Male,,,,,,,,,,
Mikkel Plagborg-Moller,Mikkel Plagborg-Moller,Male,,,,,,,,,,
Mao Ye,Mao Ye,Male,,,,,,,,,,
Alexander M. Chinco,Alexander M. Chinco,Male,,,,,,,,,,
Adam Clark-Joseph,Adam Clark-Joseph,Male,,,,,,,,,,
Leland Farmer,Leland Farmer,Male,,,,,,,,,,
Ambrogio Cesa-Bianchi,Ambrogio Cesa-Bianchi,Male,,,,,,,,,,
Daniel LA. Avdic,Daniel La. Avdic,Male,,,,,,,,,,
Martin Karlsson,Martin Karlsson,Male,,,,,,,,,,
Simon Decker,Simon Decker,Male,,,,,,,,,,
Lisandro Colantonio,Lisandro Colantonio,Male,,,,,,,,,,
Monika Safford,Monika Safford,Female,,,,,,,,,,
Rebecca Mary Myerson,Rebecca Mary Myerson,Female,,,,,,,,,,
Ajin Lee,Ajin Lee,Female,,,,,,,,,,
Martin B. Hackmann,Martin B. Hackmann,Male,Martin Hackmann,,,,,,,,,
Kenneth Brevoort,Kenneth Brevoort,Male,,,,,,,,,,
Daniel Grodzicki,Daniel Grodzicki,Male,,,,,,,,,,
Edward C. Norton,Edward C. Norton,Male,,,,,,,,,,
Lena Chen,Lena Chen,Female,,,,,,,,,,
Anup Das,Anup Das,Male,,,,,,,,,,
Michael Geruso,Michael Geruso,Male,,,,,,,,,,
Daniel Prinz,Daniel Prinz,Male,,,,,,,,,,
Nathan Shekita,Nathan Shekita,Male,,,,,,,,,,
Ethan Lieber,Ethan Lieber,Male,,,,,,,,,,
Emily Gallagher,Emily Gallagher,Female,,,,,,,,,,
Eli Schachar,Eli Schachar,Male,,,,,,,,,,
Bastian Ravesteijn,Bastian Ravesteijn,Male,,,,,,,,,,
Ingrid MS. Huitfeldt,Ingrid Ms. Huitfeldt,Female,,,,,,,,,,
Venke F. Haaland,Venke F. Haaland,Female,,,,,,,,,,
Rita Ginja,Rita Ginja,Female,,,,,,,,,,
Erin Taylor,Erin Taylor,Female,,,,,,,,,,
Corey D. White,Corey D. White,Male,,,,,,,,,,
Desmond J. Toohey,Desmond J. Toohey,Male,,,,,,,,,,
Sergei Koulayev,Sergei Koulayev,Male,,,,,,,,,,
Changcheng Song,Changcheng Song,Male,,,,,,,,,,
Pierre Bachas,Pierre Bachas,Male,,,,,,,,,,
Neil Stewart,Neil Stewart,Male,,,,,,,,,,
Joerg Weber,Joerg Weber,Male,,,,,,,,,,
Bronson Argyle,Bronson Argyle,Male,,,,,,,,,,
Alberto G. Rossi,Alberto G. Rossi,Male,,,,,,,,,,
Therese Scharlemann,Therese Scharlemann,Female,,,,,,,,,,
Natalie Cox,Natalie Cox,Female,,,,,,,,,,
Jesse Leary,Jesse Leary,Unknown,,,,,,,,,,
Brian Baugh,Brian Baugh,Male,,,,,,,,,,
Arna Olafsson,Arna Olafsson,Female,,,,,,,,,,
Michael Grubb,Michael Grubb,Male,,,,,,,,,,
Benjamin Edelman,Benjamin Edelman,Male,,,,,,,,,,
Anja Lambrecht,Anja Lambrecht,Female,,,,,,,,,,
Jonathan D. Levin,Jonathan D. Levin,Male,JONATHAN LEVIN,,,,,,,,,
Ben Klopack,Ben Klopack,Male,,,,,,,,,,
Yu Jeffrey Hu,Yu Jeffrey Hu,Male,,,,,,,,,,
Paramveer Dhillon,Paramveer Dhillon,Male,,,,,,,,,,
Wang Jin,Wang Jin,Male,,,,,,,,,,
Thomas N. Hubbard,Thomas N. Hubbard,Male,THOMAS HUBBARD,,,,,,,,,
Zoe B. Cullen,Zoe B. Cullen,Female,,,,,,,,,,
Bobak Pakzad-Hurson,Bobak Pakzad-Hurson,Male,,,,,,,,,,
Dan Knoepfle,Dan Knoepfle,Male,,,,,,,,,,
Frank Levy,Frank Levy,Male,,,,,,,,,,
Giorgio Presidente,Giorgio Presidente,Male,,,,,,,,,,
Klaus Ackermann,Klaus Ackermann,Male,,,,,,,,,,
Jiye Baek,Jiye Baek,Female,,,,,,,,,,
Jesse C. Shore,Jesse C. Shore,Male,,,,,,,,,,
Chrysanthos Dellarocas,Chrysanthos Dellarocas,Male,,,,,,,,,,
Sanjong Misra,Sanjong Misra,Male,,,,,,,,,,
Juan Camilo Castillo,Juan Camilo Castillo,Male,,,,,,,,,,
Nicolas Morales,Nicolas Morales,Male,,,,,,,,,,
Gaurav Khanna,Gaurav Khanna,Male,,,,,,,,,,
Rita Almeida,Rita Almeida,Female,,,,,,,,,,
Carlos Corseuil,Carlos Corseuil,Male,,,,,,,,,,
Jennifer P. Poole,Jennifer P. Poole,Female,JENNIFER POOLE,,,,,,,,,
Emily Oehlsen,Emily Oehlsen,Female,,,,,,,,,,
Judith A. Chevalier,Judith A. Chevalier,Female,JUDITH CHEVALIER,,,,,,,,,
Peter E. Rossi,Peter E. Rossi,Male,,,,,,,,,,
Ben Johannsen,Ben Johannsen,Male,,,,,,,,,,
Hannah Kwon,Hannah Kwon,Female,,,,,,,,,,
Chen Lian,Chen Lian,Male,,,,,,,,,,
Vincent Sterk,Vincent Sterk,Male,,,,,,,,,,
Andrea Prestipino,Andrea Prestipino,Male,,,,,,,,,,
Shengxing Zhang,Shengxing Zhang,Male,,,,,,,,,,
Gunes Gokmen,Gunes Gokmen,Male,,,,,,,,,,
Cemal Eren Arbatli,Cemal Eren Arbatli,Male,Eren Arbatli,,,,,,,,,
Boris Gershman,Boris Gershman,Male,,,,,,,,,,
Matthew Smith,Matthew Smith,Male,,,,,,,,,,
zhifeng cai,Zhifeng Cai,Unknown,,,,,,,,,,
Sara Lazzaroni,Sara Lazzaroni,Female,,,,,,,,,,
Edoardo Teso,Edoardo Teso,Male,,,,,,,,,,
Nico Voigtländer,Nico VoigtläNder,Unknown,,,,,,,,,,
Simone Meraglia,Simone Meraglia,Male,,,,,,,,,,
Charles Angelucci,Charles Angelucci,Male,,,,,,,,,,
Ömer Özak,Ämer Äzak,Unknown,,,,,,,,,,
Joshua D. Gottlieb,Joshua D. Gottlieb,Male,Joshua Gottlieb,,,,,,,,,
Morten G. Olsen,Morten G. Olsen,Male,,,,,,,,,,
Giulia Brancaccio,Giulia Brancaccio,Female,,,,,,,,,,
Ananya Sen,Ananya Sen,Male,,,,,,,,,,
Brian G. Knight,Brian G. Knight,Male,,,,,,,,,,
Graham Beattie,Graham Beattie,Male,,,,,,,,,,
Steven T. Berry,Steven T. Berry,Male,,,,,,,,,,
Charles Murry,Charles Murry,Male,,,,,,,,,,
Anton Tsoy,Anton Tsoy,Male,,,,,,,,,,
Leonardo Gambacorta,Leonardo Gambacorta,Male,,,,,,,,,,
Navdeep S. Sahni,Navdeep S. Sahni,Male,,,,,,,,,,
Jeff Thurk,Jeff Thurk,Male,,,,,,,,,,
Eugenio Miravete,Eugenio Miravete,Male,,,,,,,,,,
Michael J. Dickstein,Michael J. Dickstein,Male,Michael Dickstein,,,,,,,,,
Gaston Illanes,Gaston Illanes,Male,,,,,,,,,,
Christopher J. Sullivan,Christopher J. Sullivan,Male,,,,,,,,,,
Nikolas Zolas,Nikolas Zolas,Male,,,,,,,,,,
Chih-Hai Yang,Chih-Hai Yang,Male,,,,,,,,,,
Jong-Rong Chen,Jong-Rong Chen,Male,,,,,,,,,,
Britta M. Glennon,Britta M. Glennon,Female,,,,,,,,,,
Iain M. Cockburn,Iain M. Cockburn,Male,IAIN COCKBURN,,,,,,,,,
Gary Pisano,Gary Pisano,Male,,,,,,,,,,
Gordon H. Hanson,Gordon H. Hanson,Male,GORDON HANSON,,,,,,,,,
Andrew W. Lo,Andrew W. Lo,Male,,,,,,,,,,
Adam Jorring,Adam Jorring,Male,,,,,,,,,,
Manita Singh,Manita Singh,Female,,,,,,,,,,
Kyle R. Myers,Kyle R. Myers,Male,,,,,,,,,,
Marvin Lieberman,Marvin Lieberman,Male,,,,,,,,,,
Joshua L. Krieger,Joshua L. Krieger,Male,,,,,,,,,,
Robert J. Richmond,Robert J. Richmond,Male,,,,,,,,,,
Julien Penasse,Julien Penasse,Male,,,,,,,,,,
Lukas Kremens,Lukas Kremens,Male,,,,,,,,,,
Sergio S. Urzúa,Sergio S. UrzúA,Male,,,,,,,,,,
Robert C. Johnson,Robert C. Johnson,Male,,,,,,,,,,
Jungjae Park,Jungjae Park,Male,,,,,,,,,,
Federico Diez,Federico Diez,Male,,,,,,,,,,
Camila Casas,Camila Casas,Female,,,,,,,,,,
Sarah Lein,Sarah Lein,Female,,,,,,,,,,
Federico Esposito,Federico Esposito,Male,,,,,,,,,,
Rodrigo Adao,Rodrigo Adao,Male,,,,,,,,,,
Gojko Barjamovic,Gojko Barjamovic,Male,,,,,,,,,,
Maria Santacreu,Maria Santacreu,Female,,,,,,,,,,
B. Ravikumar,B. Ravikumar,Male,,,,,,,,,,
Michael Sposi,Michael Sposi,Male,,,,,,,,,,
Volodymyr Lugovskyy,Volodymyr Lugovskyy,Male,,,,,,,,,,
Ahmad Lashkaripour,Ahmad Lashkaripour,Male,,,,,,,,,,
Dominick G. Bartelme,Dominick G. Bartelme,Male,Dominick Bartelme,,,,,,,,,
Alonso de Gortari,Alonso De Gortari,Male,,,,,,,,,,
Alan O. Sykes,Alan O. Sykes,Male,,,,,,,,,,
Emmanuel Dhyne,Emmanuel Dhyne,Male,,,,,,,,,,
Ken Kikkawa,Ken Kikkawa,Male,,,,,,,,,,
Bradley J. Setzler,Bradley J. Setzler,Male,,,,,,,,,,
Xin Jin,Xin Jin,Female,,,,,,,,,,
Ryan D. Nunn,Ryan D. Nunn,Male,,,,,,,,,,
Ashley C. Craig,Ashley C. Craig,Female,,,,,,,,,,
Lars H. Andersen,Lars H. Andersen,Male,,,,,,,,,,
Rasmus Landersø,Rasmus Landersø,Male,,,,,,,,,,
Denis Chetverikov,Denis Chetverikov,Male,,,,,,,,,,
Whitney K. Newey,Whitney K. Newey,Male,,,,,,,,,,
Mert Demirer,Mert Demirer,Male,,,,,,,,,,
Victor Chernozhukov,Victor Chernozhukov,Male,,,,,,,,,,
Christian Hansen,Christian Hansen,Male,,,,,,,,,,
Alan B. Krueger,Alan B. Krueger,Male,,,,,,,,,,
Orley C. Ashenfelter,Orley C. Ashenfelter,Male,,,,,,,,,,
Benjamin Schoefer,Benjamin Schoefer,Male,,,,,,,,,,
Michael Clemens,Michael Clemens,Male,,,,,,,,,,
Hannah M. Postel,Hannah M. Postel,Female,,,,,,,,,,
Nikolay Doudchenko,Nikolay Doudchenko,Male,,,,,,,,,,
Jason Hicks,Jason Hicks,Male,,,,,,,,,,
Morris M. Kleiner,Morris M. Kleiner,Male,,,,,,,,,,
Stephen A. Woodbury,Stephen A. Woodbury,Male,,,,,,,,,,
Marta Lachowska,Marta Lachowska,Female,,,,,,,,,,
Maximilian Kasy,Maximilian Kasy,Male,,,,,,,,,,
Sydnee Caldwell,Sydnee Caldwell,Female,,,,,,,,,,
Youssef Benzarti,Youssef Benzarti,Male,,,,,,,,,,
Dorian Carloni,Dorian Carloni,Male,,,,,,,,,,
Jorge A. Vasquez,Jorge A. Vasquez,Male,,,,,,,,,,
Lones Smith,Lones Smith,Male,,,,,,,,,,
Emanuele Colonnelli,Emanuele Colonnelli,Male,,,,,,,,,,
Benjamin Iverson,Benjamin Iverson,Male,,,,,,,,,,
Cem Demiroglu,Cem Demiroglu,Male,,,,,,,,,,
Ryan Lewis,Ryan Lewis,Male,,,,,,,,,,
Jesse Kalinowski,Jesse Kalinowski,Male,,,,,,,,,,
Matthew B. Ross,Matthew B. Ross,Male,,,,,,,,,,
Joy Tianjiao Tong,Joy Tianjiao Tong,Female,,,,,,,,,,
Song Ma,Song Ma,Male,,,,,,,,,,
Wei Wang,Wei Wang,Male,,,,,,,,,,
Evgenia K. Dechter,Evgenia K. Dechter,Female,,,,,,,,,,
Gonzalo A. Castex,Gonzalo A. Castex,Male,,,,,,,,,,
Pablo Schenone,Pablo Schenone,Male,,,,,,,,,,
Gregory Veramendi,Gregory Veramendi,Male,,,,,,,,,,
Christopher R. Taber,Christopher R. Taber,Male,CHRISTOPHER TABER,,,,,,,,,
Nicolas A. Roys,Nicolas A. Roys,Male,Nicolas Roys,,,,,,,,,
Andreas Kettemann,Andreas Kettemann,Male,,,,,,,,,,
Seth Murray,Seth Murray,Male,,,,,,,,,,
Henry R. Hyatt,Henry R. Hyatt,Male,Henry Hyatt,,,,,,,,,
Leland D. Crane,Leland D. Crane,Male,,,,,,,,,,
Katarína Borovickova,KataríNa Borovickova,Female,,,,,,,,,,
Erin L. Wolcott,Erin L. Wolcott,Female,,,,,,,,,,
Sushant Acharya,Sushant Acharya,Male,,,,,,,,,,
Shu Lin Wee,Shu Lin Wee,Female,,,,,,,,,,
Krzysztof Pytka,Krzysztof Pytka,Male,,,,,,,,,,
Claudia Macaluso,Claudia Macaluso,Female,,,,,,,,,,
Renato Faccini,Renato Faccini,Male,,,,,,,,,,
Omid Mousavi,Omid Mousavi,Male,,,,,,,,,,
Nicolas D. Werquin,Nicolas D. Werquin,Male,,,,,,,,,,
Francois Le Grand,Francois Le Grand,Male,,,,,,,,,,
Christian A. Moser,Christian A. Moser,Male,,,,,,,,,,
Yena Park,Yena Park,Female,,,,,,,,,,
Timothy Worrall,Timothy Worrall,Male,,,,,,,,,,
Rohan Kekre,Rohan Kekre,Male,,,,,,,,,,
Rishabh Kirpalani,Rishabh Kirpalani,Male,,,,,,,,,,
Sewon Hur,Sewon Hur,Male,,,,,,,,,,
Illenin O. Kondo,Illenin O. Kondo,Male,,,,,,,,,,
Yan Liu,Yan Liu,Female,,,,,,,,,,
Grace Weishi Gu,Grace Weishi Gu,Female,,,,,,,,,,
Ryan Decker,Ryan Decker,Male,,,,,,,,,,
Hannes Malmberg,Hannes Malmberg,Male,,,,,,,,,,
Danial Lashkari,Danial Lashkari,Male,,,,,,,,,,
Martin Rotemberg,Martin Rotemberg,Male,,,,,,,,,,
Robert C. Dent,Robert C. Dent,Male,,,,,,,,,,
Titan M. Alon,Titan M. Alon,Male,,,,,,,,,,
David Baqaee,David Baqaee,Male,,,,,,,,,,
Rafael Repullo,Rafael Repullo,Male,,,,,,,,,,
Kilian Huber,Kilian Huber,Male,,,,,,,,,,
Karel Mertens,Karel Mertens,Male,,,,,,,,,,
Andrew J. Fieldhouse,Andrew J. Fieldhouse,Male,,,,,,,,,,
Dan R. Andrews,Dan R. Andrews,Male,,,,,,,,,,
Muge Adalet McGowan,Muge Adalet Mcgowan,Female,,,,,,,,,,
Kyle Handley,Kyle Handley,Male,,,,,,,,,,
Marshall B. Reinsdorf,Marshall B. Reinsdorf,Male,MARSHALL REINSDORF,,,,,,,,,
Steven Sawyer,Steven Sawyer,Male,,,,,,,,,,
Alvin So,Alvin So,Male,,,,,,,,,,
Kristin McCue,Kristin Mccue,Female,,,,,,,,,,
Martha Stinson,Martha Stinson,Female,,,,,,,,,,
Cristina J. Tello-Trillo,Cristina J. Tello-Trillo,Female,,,,,,,,,,
Fariha Kamal,Fariha Kamal,Female,,,,,,,,,,
Shawn D. Klimek,Shawn D. Klimek,Male,,,,,,,,,,
John J. Stevens,John J. Stevens,Male,,,,,,,,,,
Kimberly Bayard,Kimberly Bayard,Female,,,,,,,,,,
Dylan Rassier,Dylan Rassier,Male,,,,,,,,,,
Daniel E. Sichel,Daniel E. Sichel,Male,DANIEL SICHEL,,,,,,,,,
Kim J. Ruhl,Kim J. Ruhl,Male,,,,,,,,,,
Jason Furman,Jason Furman,Male,,,,,,,,,,
David Splinter,David Splinter,Male,,,,,,,,,,
Adi Boiko,Adi Boiko,Male,,,,,,,,,,
Stephen Hansen,Stephen Hansen,Male,,,,,,,,,,
Kerstin Grosch,Kerstin Grosch,Female,,,,,,,,,,
Marcela Ibanez,Marcela Ibanez,Female,,,,,,,,,,
Angelino Viceisza,Angelino Viceisza,Male,,,,,,,,,,
Matthew Jackson,Matthew Jackson,Male,,,,,,,,,,
Salvador Barberà,Salvador Barberà,Male,,,,,,,,,,
Marcos Ross. Fernandes,Marcos Ross. Fernandes,Male,,,,,,,,,,
Vasiliki Fouka,Vasiliki Fouka,Female,,,,,,,,,,
Kai Gehring,Kai Gehring,Male,,,,,,,,,,
Sirus Dehdari,Sirus Dehdari,Male,,,,,,,,,,
Tommaso Sonno,Tommaso Sonno,Male,,,,,,,,,,
Helios Herrera,Helios Herrera,Male,,,,,,,,,,
Christopher P. Roth,Christopher P. Roth,Male,,,,,,,,,,
Alexis Grigorieff,Alexis Grigorieff,Male,,,,,,,,,,
Diego Ubfal,Diego Ubfal,Male,,,,,,,,,,
Ingo E. Isphording,Ingo E. Isphording,Male,,,,,,,,,,
Nico P. Pestel,Nico P. Pestel,Male,,,,,,,,,,
Tommaso Colussi,Tommaso Colussi,Male,,,,,,,,,,
Pamela Jakiela,Pamela Jakiela,Female,,,,,,,,,,
Ryan M. Sheely,Ryan M. Sheely,Male,,,,,,,,,,
Vivian E. Hoffmann,Vivian E. Hoffmann,Female,,,,,,,,,,
Andrew C. Johnston,Andrew C. Johnston,Male,,,,,,,,,,
Alisa Tazhitdinova,Alisa Tazhitdinova,Female,,,,,,,,,,
Wei Long,Wei Long,Male,,,,,,,,,,
Cheng Cheng,Cheng Cheng,Male,,,,,,,,,,
Lukas Buchheim,Lukas Buchheim,Male,,,,,,,,,,
Franklin Qian,Franklin Qian,Male,,,,,,,,,,
Paul Peterson,Paul Peterson,Male,,,,,,,,,,
Jeffrey C. Brinkman,Jeffrey C. Brinkman,Male,,,,,,,,,,
Christoph Albert,Christoph Albert,Male,,,,,,,,,,
Yu Shi,Yu Shi,Female,,,,,,,,,,
Stephanie Johnson,Stephanie Johnson,Female,,,,,,,,,,
Massimiliano Stacchini,Massimiliano Stacchini,Male,,,,,,,,,,
Greg Buchak,Greg Buchak,Male,,,,,,,,,,
Sumanta Basu,Sumanta Basu,Male,,,,,,,,,,
George Michailidis,George Michailidis,Male,,,,,,,,,,
Sriram Rajan,Sriram Rajan,Male,,,,,,,,,,
H. Peyton Young,H. Peyton Young,Male,,,,,,,,,,
Dan Li,Dan Li,Male,,,,,,,,,,
Chaehee Shin,Chaehee Shin,Unknown,,,,,,,,,,
Steve Raymond,Steve Raymond,Male,,,,,,,,,,
Hanwei Liu,Hanwei Liu,Male,,,,,,,,,,
Carmen Y. Wang,Carmen Y. Wang,Female,,,,,,,,,,
Tatyana Marchuk,Tatyana Marchuk,Female,,,,,,,,,,
 Kyle, Kyle,Unknown,,,,,,,,,,
Dávid Krisztián Nagy,DáVid KrisztiáN Nagy,Unknown,,,,,,,,,,
Hilary Wething,Hilary Wething,Female,,,,,,,,,,
Jacob L. Vigdor,Jacob L. Vigdor,Male,JACOB VIGDOR,,,,,,,,,
Emma van Inwegen,Emma Van Inwegen,Female,,,,,,,,,,
Ekaterina S. Roshchina,Ekaterina S. Roshchina,Female,,,,,,,,,,
Mark Long,Mark Long,Male,,,,,,,,,,
Shyamal Chowdhury,Shyamal Chowdhury,Male,,,,,,,,,,
Agha A. Akram,Agha A. Akram,Male,,,,,,,,,,
Kentaro Nakajima,Kentaro Nakajima,Male,,,,,,,,,,
Andrew Hillis,Andrew Hillis,Male,,,,,,,,,,
Michael A. Bailey,Michael A. Bailey,Male,Michael Bailey,,,,,,,,,
Gabriel Kreindler,Gabriel Kreindler,Male,,,,,,,,,,
Nicolas Gendron-Carrier,Nicolas Gendron-Carrier,Male,,,,,,,,,,
Stefano Polloni,Stefano Polloni,Male,,,,,,,,,,
Richard J. Arnott,Richard J. Arnott,Male,RICHARD ARNOTT,,,,,,,,,
Luis E. Quintero,Luis E. Quintero,Male,,,,,,,,,,
