author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Robert Town,Regression Discontinuity Designs with an Endogenous Forcing Variable and an Application to Contracting in Health Care,University of Minnesota,Jan 08 2011,10:15 AM,"Sheraton, Capitol",Korea-America Economic Association/American Economic Association,Recent Development in Microeconomics,D8,In-Koo Cho,University of Illinois-Urbana-Champaign,,,,,,,,,,,ROBERT TOWN,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Townsend,The Impact of Universal Healthcare in Thailand: Supply and Demand Effects,Massachusetts Institute of Technology,Jan 07 2011,10:15 AM,"Sheraton, Plaza Court 8",Econometric Society,Development I: Household Choices,O1,Robert Townsend,Massachusetts Institute of Technology,Nathaniel Hendren,Massachusetts Institute of Technology,Christophe Gouel,INRA,Maria Nieves Valdes,Universidad Carlos III de Madrid,Aprajit Mahajan,Stanford University,,,Robert Townsend,Male,,,,,,NA,NA,NA,NA,NA,,
Roberto Perotti,The Political Resource Curse,Bocconi University,Jan 08 2011,8:00 AM,"Sheraton, Terrace",American Economic Association,Political Economy,P1,Patrick Warren,Clemson University,,,,,,,,,,,Roberto Perotti,Male,,,,,,NA,NA,NA,NA,NA,,
Roberto Rigobon,The Distribution of the Size of Price Changes,Massachusetts Institute of Technology,Jan 07 2011,2:30 PM,"Hyatt Regency, Capitol 5",Latin American and Caribbean Economic Association/American Economic Association,Micro Pricing Research in Emerging Markets,E3,Roberto Rigobon,Massachusetts Institute of Technology,,,,,,,,,,,ROBERTO RIGOBON,Male,,,,,,NA,NA,NA,NA,NA,,
Robin Lee,Markov Perfect Network Formation,New York University,Jan 08 2011,2:30 PM,"Hyatt Regency, Mineral Hall D & E",International Health Economics Association,Bargaining and Competition in Health Care Markets,A1,Martin Gaynor,Carnegie Mellon University,William B. Vogt,University of Georgia,Daniel Ackerberg,University of Michigan,Marc Rysman,Boston University,,,,,Robin Lee,Male,,,,,,NA,NA,NA,NA,NA,,
Rodney Andrews,"High School Quality, Race, and College Achievement",University of Texas-Dallas,Jan 08 2011,8:00 AM,"Hyatt Regency, Granite A",National Economic Association,"The Economics of Race, Educational, and Financial Outcomes",I2,Omari H. Swinton,Howard University,Patrick Mason,Florida State University,Rodney Andrews,University of Texas-Dallas,Rhonda Sharpe,Bennett College for Women,Omari H. Swinton,Howard University,Umoh Udo Umoh,Benedict College,Rodney Andrews,Male,,,,,,NA,NA,NA,NA,NA,,
Roger Feldman,"Where Would You Go for Your Next Hospitalization? The Roles of Perceptions, Inertia, and Satisfaction",University of Minnesota,Jan 07 2011,10:15 AM,"Hyatt Regency, Capitol 7",Health Economics Research Organization,"Contributed Papers in Consumer Hospital Choice, Health Expenditures in China, and Hospital Outpatient Payment Effects",I1,J. Michael Fitzmaurice,Agency for Healthcare Research and Quality,Lauren Hersch Nicholas,University of Michigan,Li Gan,Texas A&M University,Sam Zuvekas,Agency for Healthcare Research and Quality,,,,,ROGER FELDMAN,Male,,,,,,NA,NA,NA,NA,NA,,
Roland Straub,Protectionist Responses to the Crisis,European Central Bank,Jan 09 2011,10:15 AM,"Sheraton, Governor's Square 11",American Economic Association,Prospects for the Global Trading System,F1,Bernard Hoekman,World Bank,Peter Neary,Oxford University,Ann Harrison,Columbia Business School,Patrick Low,World Trade Organization,Bernard Hoekman,World Bank,,,Roland Straub,Male,,,,,,NA,NA,NA,NA,NA,,
Ronald Seeber,The Influence of Initial Claim Amounts on Employment Arbitration Outcomes: Evidence from FINRA,Cornell University,Jan 08 2011,10:15 AM,"Westin Tabor, Lawrence A",Labor & Employment Relations Association,New Frontiers in Employment Dispute Resolution: The Inner Workings of Workplace Voice,J5,Eileen Hoffman,Federal Mediation and Conciliation Service,Hoyt Wheeler,University of South Carolina,,,,,,,,,Ronald Seeber,Male,,,,,,NA,NA,NA,NA,NA,,
Roni Michaely,What Drives the Value of Analysts' Recommendations: Earnings Estimates or Discount Rate Estimates?,Cornell University,Jan 09 2011,1:00 PM,"Marriott, Colorado Salon E",American Finance Association,Analyst and Stock Price Information,G1,Wei Jiang,Columbia University,Russell Wermers,University of Maryland,Christopher Malloy,Harvard Business School,Ronnie Sadka,Boston College,Kelsey Wei,University of Texas-Dallas,,,RONI MICHAELY,Male,,,,,,NA,NA,NA,NA,NA,,
Roni Michaely,Determinants of Dividend Smoothing: Empirical Evidence,Cornell University,Jan 09 2011,10:15 AM,"Marriott, Colorado Salons I & J",American Finance Association,"IPO, SEO and Payouts",G3,Michael Roberts,University of Pennsylvania,Joshua Rauh,Northwestern University,Ivo Welch,Brown University,Lucian Taylor,University of Pennsylvania,,,,,RONI MICHAELY,Male,,,,,,NA,NA,NA,NA,NA,,
Ruben Enikolopov,Are Bureaucrats Really Paid Like Bureaucrats?,New Economic School,Jan 08 2011,10:15 AM,"Sheraton, Governor's Square 16",American Economic Association,Incentive Compensation,G3,Kevin Murphy,University of Southern California,,,,,,,,,,,Ruben Enikolopov,Male,,,,,,NA,NA,NA,NA,NA,,
Rucker Johnson,Who’s on the Bus? The Role of Schools as a Vehicle to Intergenerational Mobility,University of California-Berkeley,Jan 07 2011,8:00 AM,"Sheraton, Vail",American Economic Association,Intergenerational Transmission of Socioeconomic Outcomes,J6,Sandra Black,University of Texas-Austin,Sandra Black,University of Texas-Austin,Marianne Page,University of California-Davis,Bhashkar Mazumder,Federal Reserve Bank of Chicago,Nathan Grawe,Carleton College,,,RUCKER JOHNSON,Male,,,,,,NA,NA,NA,NA,NA,,
Rudolf Winter-Ebmer,Marriage Subsidies and Divorce: An Analysis of Marginal Marriages,University of Linz,Jan 08 2011,8:00 AM,"Sheraton, Governor's Square 17",American Economic Association,Marriage and Divorce: Perspectives from Four Countries,J1,Daniel Hamermesh,University of Texas-Austin,Jungmin Lee,Florida International University and Sogang University,Martin Halla,University of Linz,Shelly Lundberg,University of Washington,Betsey Stevenson,University of Pennsylvania,,,RUDOLF WINTER-EBMER,Male,,,,,,NA,NA,NA,NA,NA,,
Rudolfs Bems,Vertical Linkages and the Collapse of Global Trade,International Monetary Fund,Jan 08 2011,2:30 PM,"Sheraton, Governor's Square 14",American Economic Association,The Great Trade Collapse of 2008-2009,F1,Gene Grossman,Princeton University,Brent Neiman,University of Chicago,Kalina Manova,Stanford University,Jonathan Eaton,Pennsylvania State University,Gene Grossman,Princeton University,,,Rudolfs Bems,Male,,,,,,NA,NA,NA,NA,NA,,
Ruediger Bachmann,Confidence and the Transmission of Monetary and Fiscal Policy Shocks,University of Michigan,Jan 08 2011,10:15 AM,"Sheraton, Century",American Economic Association,Monetary Policy,E3,Peter Rousseau,Vanderbilt University,,,,,,,,,,,RUEDIGER BACHMANN,Male,,,,,,NA,NA,NA,NA,NA,,
Ryan Johnson,"The Labor Market for Women During Three Crises: WWI, The Great Depression, and WWII",Brigham Young University-Idaho,Jan 08 2011,2:30 PM,"Hyatt Regency, Capitol 2",Cliometrics Society,Topics in Economic History,N1,TBA TBA,TBA,TBA TBA,TBA,,,,,,,,,RYAN JOHNSON,Male,,,,,,NA,NA,NA,NA,NA,,
Ryan Kellogg,Forecasting Gasoline Prices Using Consumer Surveys,University of Michigan,Jan 09 2011,1:00 PM,"Sheraton, Governor's Square 17",American Economic Association,Economics of the Automobile Sector,L9,James Sallee,University of Chicago,Florian Zettelmeyer,Northwestern University,Liran Einav,Stanford University,Erich Muehlegger,Harvard University,Severin Borenstein,University of California-Berkeley,,,RYAN KELLOGG,Male,,,,,,NA,NA,NA,NA,NA,,
Sally Sadoff,The Effect of Performance-Based Incentives on Educational Achievement: Evidence from Randomized Experiments,University of Chicago,Jan 08 2011,2:30 PM,"Sheraton, Vail",American Economic Association,Experimenting with Organizations,D2,Stefano Dellavigna,University of California-Berkeley,Joseph Price,Brigham Young University,Stefano Dellavigna,University of California-Berkeley,Kirabo Jackson,Cornell University,Stephen Meier,Columbia University,,,Sally Sadoff,Female,,,,,,NA,NA,NA,NA,NA,,
Salvador Navarro,A Semiparametric Test of Agent's Information Sets for Games of Incomplete Information,University of Wisconsin-Madison,Jan 08 2011,2:30 PM,"Sheraton, Plaza Court 7",Econometric Society,Empirical IO 2,L0,Victor Aguirregabiria,University of Toronto,Federico Ciliberto,University of Virginia,Victor Aguirregabiria,University of Toronto,Nan Yang,VU University Amsterdam and Tinbergen Institute,Salvador Navarro,University of Wisconsin-Madison,,,Salvador Navarro,Male,,,,,,NA,NA,NA,NA,NA,,
Samuel Lee,Circles of Trust,New York University,Jan 08 2011,8:00 AM,"Sheraton, Director's Row E",American Economic Association,"Reciprocity, Trust and Social Ties",A1,Raghuram Rajan,University of Chicago,Alberto Bisin,New York University,Gustavo Manso,Massachusetts Institute of Technology,Giacomo de Giorgi,Stanford University,,,,,Samuel Lee,Male,,,,,,NA,NA,NA,NA,NA,,
Sandeep Baliga,Torture,Northwestern University,Jan 07 2011,8:00 AM,"Sheraton, Plaza Court 6",Econometric Society,Original Themes in Economic Theory,C6,,,Marzena Rostek,University of Wisconsin-Madison,John Morgan,University of California-Berkeley,Jin Li,,David Miller,University of California-San Diego,,,Sandeep Baliga,Male,,,,,,NA,NA,NA,NA,NA,,
Sandra E. Black,The Perils of Pre-School? The Effect of Child Care on Academic Performance,University of Texas-Austin,Jan 07 2011,2:30 PM,"Sheraton, Denver",American Economic Association,Determinants and Consequences of Human Capital Investment,J2,Jens Ludwig,University of Chicago,Jens Ludwig,University of Chicago,Nora Gordon,Georgetown University,Jacob Vigdor,Duke University,,,,,SANDRA E. BLACK,Female,SANDRA BLACK,,,,,NA,NA,NA,NA,NA,,
Sara Fisher Ellison,An Empirical Study of Pricing Strategies in an Online Market with High-Frequency Price Information,Massachusetts Institute of Technology,Jan 07 2011,12:30 PM,"Sheraton, Governor's Square 9",Industrial Organization Society,Empirical IO,L1,Lawrence White,New York University,Evren Damar,Bank of Canada,Martin Gaynor,Carnegie Mellon University,Lawrence J. White,New York University,Mo Xiao,University of Arizona,,,SARA FISHER ELLISON,Female,,,,,,NA,NA,NA,NA,NA,,
Saroj Bhattarai,Multiproduct Firms and Price-Setting: Theory and Evidence from U.S. Producer Prices,Princeton University,Jan 07 2011,8:00 AM,"Sheraton, Director's Row I",American Economic Association,Prices and Inflation,E3,Gregory E. Givens,Middle Tennessee State University,,,,,,,,,,,Saroj Bhattarai,Male,,,,,,NA,NA,NA,NA,NA,,
Scott A. Imberman,Peer Effects from Students with Limited English Proficiency: How Does Sharing a Classroom with LEP Students Affect Native English Speakers?,University of Houston,Jan 09 2011,10:15 AM,"Sheraton, Governor's Square 17",American Economic Association,Immigration and Education,I2,Aimee Chin,University of Houston and NBER,Joshua Angrist,Massachusetts Institute of Technology and NBER,Aimee Chin,University of Houston and NBER,Kevin Lang,Boston University and NBER,Kalena Cortes,Syracuse University,,,Scott A. Imberman,Male,,,,,,NA,NA,NA,NA,NA,,
Scott Duke Kominers,Stability and Competitive Equilibrium in Trading Networks,Harvard University,Jan 07 2011,8:00 AM,"Sheraton, Silver",American Economic Association,Frontiers of Matching Theory,C7,Muriel Niederle,Stanford University,Itai Ashlagi,Massachusetts Institute of Technology,John William Hatfield,Stanford Graduate School of Business,Federico Echenique,"Division of the Humanities and Social Sciences, California Institute of Technology",Utku Unver,"Department of Economics, Boston College",,,Scott Duke Kominers,Male,Scott Duke. Kominers,,,,,NA,NA,NA,NA,NA,,
Scott Joslin,G10 Swap and Exchange Rates,Massachusetts Institute of Technology,Jan 08 2011,8:00 AM,"Marriott, Colorado Salons I & J",American Finance Association,Term Structure and Volatility,G1,Scott Joslin,Massachusetts Institute of Technology,David Bates,University of Iowa,Philippe Mueller,London School of Economics and Political Science,Peter Feldhutter,Copenhagen Business School,Andrea Vedolin,University of Lugano,,,SCOTT JOSLIN,Male,,,,,,NA,NA,NA,NA,NA,,
Scott Joslin,Rare Disasters and Risk Sharing with Heterogeneous Beliefs,Massachusetts Institute of Technology,Jan 07 2011,10:15 AM,"Marriott, Colorado Salon F",American Finance Association,The Next Generation of Rare Events Models in Asset Pricing,G1,Hanno Lustig,"University of California, Los Angeles",Ian Martin,Stanford University,Lars Lochstoer,Columbia University,Mikhail Chernov,London Business School,Pietro Veronesi,University of Chicago,,,SCOTT JOSLIN,Male,,,,,,NA,NA,NA,NA,NA,,
Scott Stern,Racing for Priority: Patents and Publications in Knowledge Competitions,Northwestern University,Jan 07 2011,2:30 PM,"Sheraton, Governor's Square 10",American Economic Association,Intellectual Property and Innovation,L1,Koleman Strumpf,University of Kansas,Timothy Bresnahan,Stanford University,John Van Reenen,London School of Economics,Timothy Simcoe,Boston University,Julie Mortimer,Harvard University,,,SCOTT STERN,Male,Â  SCOTT STERN,,,,,NA,NA,NA,NA,NA,,
Sebastiano Manzan,Differential Interpretation in the Survey of Professional Forecasters,Baruch College,Jan 07 2011,8:00 AM,"Sheraton, Director's Row I",American Economic Association,Prices and Inflation,E3,Gregory E. Givens,Middle Tennessee State University,,,,,,,,,,,SEBASTIANO MANZAN,Male,,,,,,NA,NA,NA,NA,NA,,
Sebnem Kalemli-Ozcan,What Hinders Investment in the Aftermath of the Financial Crises: Insolvent Firms or Illiquid Banks?,University of Houston and NBER,Jan 09 2011,10:15 AM,"Sheraton, Governor's Square 12",American Economic Association,Micro Linkages During a Crisis: Lessons from Past for Future,F4,Sebnem Kalemli-Ozcan,University of Houston,Laura Alfaro,Harvard University and NBER,Andrei Levchenko,University of Michigan and NBER,Elias Papaioannao,Dartmouth College,Philipp Schnabl,New York University and NBER,,,SEBNEM KALEMLI-OZCAN,Female,SEBNEMKALEMLI- OZCAN,,,,,NA,NA,NA,NA,NA,,
Sebnem Kalemli-Ozcan,Deep Financial Integration and Volatility,University of Houston and NBER,Jan 08 2011,10:15 AM,"Sheraton, Plaza Court 3",Econometric Society,Financial Integration and International Portfolios,F3,Eric van Wincoop,University of Virginia,Hui Tong,Research International Monetary Fund,Nicolas Coeurdacier,London Business School,Fabrizio Perri,University of Minnesota,Robert Kollmann,ECARES Universite Libre de Bruxelles,,,SEBNEM KALEMLI-OZCAN,Female,SEBNEMKALEMLI- OZCAN,,,,,NA,NA,NA,NA,NA,,
Sendhil Mullainathan,Informing Consumers about Themselves: Electronic Disclosure in Markets,Harvard University,Jan 08 2011,10:15 AM,"Sheraton, Terrace",American Economic Association,Behavioral Economics and Consumer Regulation,D0,David Leonhardt,New York Times,David Laibson,Harvard University,Ulrike Malmendier,University of California-Berkeley,Annamaria Lusardi,Dartmouth College,,,,,SENDHIL MULLAINATHAN,Male,,,,,,NA,NA,NA,NA,NA,,
Sendhil Mullainathan,Health Insurance Policy when People may make Mistakes,Harvard University,Jan 07 2011,10:15 AM,"Sheraton, Governor's Square 12",American Economic Association,Optimal Fiscal Policy,H2,Alexander Gelber,University of Pennsylvania and NBER,Matthew Weinzierl,Harvard Business School,Damon Jones,University of Chicago,John Friedman,Harvard University,Alexander Gelber,University of Pennsylvania,,,SENDHIL MULLAINATHAN,Male,,,,,,NA,NA,NA,NA,NA,,
Sendhil Mullainathan,Field Experiments Speaking to Policymakers,Harvard University,Jan 08 2011,8:00 AM,"Sheraton, Plaza Court 3",Econometric Society,"Field Experiments in Economics: The Theory, The Firm, and The Policymaker",C9,John List,University of Chicago,David H. Autor,Massachusetts Institute of Technology,Nava Ashraf,Harvard Business School,Stephan Meier,Columbia University,,,,,SENDHIL MULLAINATHAN,Male,,,,,,NA,NA,NA,NA,NA,,
Sendhil Mullainathan,On the Road to Paternalism: A Welfare Assessment of Behavioral Rationales for Fuel Economy Policy,Harvard University,Jan 09 2011,1:00 PM,"Sheraton, Governor's Square 17",American Economic Association,Economics of the Automobile Sector,L9,James Sallee,University of Chicago,Florian Zettelmeyer,Northwestern University,Liran Einav,Stanford University,Erich Muehlegger,Harvard University,Severin Borenstein,University of California-Berkeley,,,SENDHIL MULLAINATHAN,Male,,,,,,NA,NA,NA,NA,NA,,
Sendhil Mullainathan,Information and Energy Efficiency Policy,Harvard University,Jan 08 2011,10:15 AM,"Sheraton, Director's Row J",American Economic Association,Frontier Issues in Utility Regulation,Q4,Erin Mansur,Dartmouth College and NBER,Ryan Kellogg,University of Michigan,Steve Puller,Texas A&M University,Stephen Ryan,Massachusetts Institute of Technology,Joseph Cullen,Harvard University,,,SENDHIL MULLAINATHAN,Male,,,,,,NA,NA,NA,NA,NA,,
Serdar Ozkan,On the Persistence of Income Shocks over the Life Cycle: Evidence and Implications,University of Pennsylvania,Jan 07 2011,2:30 PM,"Sheraton, Spruce",American Economic Association,Labor Market Shocks,E2,Chris Stoddard,Montana State University,,,,,,,,,,,Serdar Ozkan,Male,,,,,,NA,NA,NA,NA,NA,,
