author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,,
Ricardo Serrano-Padial,Dynamic Poaching in Credit Card Lending,University of Wisconsin-Madison,Jan 05 2013,2:30 PM,"Hyatt, Cunningham A & B",Econometric Society,Credit and Bankruptcy,G3,TengTeng Xu,Bank of Canada,,,,,,,,,,,Ricardo Serrano-Padial,Male,,,,,,NA,NA,NA,NA,NA,,
Ricardo Serrano-Padial,Does Belief Heterogeneity Explain Asset Prices: The Case of the Longshot Bias,University of Wisconsin-Madison,Jan 06 2013,1:00 PM,"Hyatt, Gregory A & B",American Economic Association,Belief Heterogeneity in Asset and Insurance Markets,D4,Ricardo Serrano-Padial,University of Wisconsin-Madison,Johannes Spinnewijn,London School of Economics,Alvaro Sandroni,Northwestern University,Elias Albagli,University of Southern California,Rajiv Sethi,"Barnard College, Columbia University",,,Ricardo Serrano-Padial,Male,,,,,,NA,NA,NA,NA,NA,,
Riccardo Colacito,International Asset Pricing with Recursive Preferences,University of North Carolina-Chapel Hill,Jan 04 2013,2:30 PM,"Marriott, Balboa & Mission Hills",American Finance Association,Macro Finance,G1,Ravi Bansal,Duke University,Charles Engel,University of Wisconsin-Madison,Xavier Gabaix,New York University,Pietro Veronesi,University of Chicago,Gary Gorton,Yale University,,,Riccardo Colacito,Male,,,,,,NA,NA,NA,NA,NA,,
Riccardo Colacito,BKK the EZ Way: An International Production Economy with Recursive Preferences,University of North Carolina,Jan 05 2013,10:15 AM,"Hyatt, Elizabeth Ballroom F",American Economic Association,International Macroeconomics,F3,David Backus,New York University,Nick Roussanov,University of Pennsylvania,Matteo Maggiori,New York University,David Backus,New York University,Martin Evans,Georgetown University,,,Riccardo Colacito,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Akresh,"War, Female Education and Marriage: Evidence from Nigeria",University of Illinois-Urbana-Champaign,Jan 05 2013,12:30 PM,"Marriott, Torrey Pines 3",National Economic Association,Women and Economic Development in Africa,O1,Rhonda Sharpe,Bennett College,Kwabena Gyimah-Brempong,University of South Florida,John Karikari,Government Accountability Office,Akwasi Nti-Addae,University of Kansas,Leonce Ndikumana,University of Massachusetts,Ruth Uwaifo,Georgia Institute of Technology,RICHARD AKRESH,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Blundell,Control Functions and Simultaneous Equations Methods,University College London,Jan 04 2013,8:00 AM,"Hyatt, Manchester E",American Economic Association,What Nonparametric Methods Teach Us about Linear Methods for Models with Endogeneity,C1,Rosa Matzkin,University of California-Los Angeles,Adam M. Rosen,University College London,Amit Gandhi,University of Wisconsin-Madison,Geert Ridder,University of Southern California,,,,,Richard Blundell,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Freeman,Public Sector Unionism without Collective Bargaining,Harvard University,Jan 06 2013,8:00 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,Public Sector Collective Bargaining,J5,Brigham Frandsen,Harvard University and Brigham Young University,Aaron Sojourner,University of Minnesota,Eric Brunner,Georgia State University,Michael Lovenheim,Cornell University,,,,,RICHARD FREEMAN,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Freeman,Modeling Labor Markets: Conclusions from 30+ Years of Research and Investigation,Harvard University and NBER,Jan 05 2013,2:30 PM,"Marriott, Rancho Santa Fe 1",Association for Social Economics,"Plural Perspectives on Labor Markets: Behavioral, Feminist, Institutional, and Empirical",J7,Bruce Kaufman,Georgia State University,Morris Kleiner,University of Minnesota,Paula B. Voos,Rutgers University,,,,,,,RICHARD FREEMAN,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Green,The Effect of Agency on Subprime Mortgage Terminations,University of Southern California,Jan 04 2013,12:30 PM,"Marriott, Rancho Santa Fe 3",American Real Estate & Urban Economic Association,Mortgage Default Risk,G2,Robert Van Order,George Washington University,Nancy Wallace,University of California-Berkeley,Xudong An,National University of Singapore,Joseph Tracy,Federal Reserve Bank of New York,Wenlan Qian,National University of Singapore,,,RICHARD GREEN,Male,,,,,,NA,NA,NA,NA,NA,,
Richard H. Steckel,Cognitive Human Capital and Wealth Accumulation of Former Slaves,Ohio State University,Jan 05 2013,8:00 AM,"Hyatt, Ford A",American Economic Association,Economic History,N0,Katharine Shester,Washington and Lee University,,,,,,,,,,,Richard H. Steckel,Male,RICHARD STECKEL,,,,,NA,NA,NA,NA,NA,,
Richard Kneller,Tax Policy and Firm Entry and Exit Dynamics: Evidence from OECD Countries,University of Nottingham,Jan 06 2013,1:00 PM,"Hyatt, Windsor B & C",American Economic Association,Taxes,H2,Sally Wallace,Georgia State University,,,,,,,,,,,Richard Kneller,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Newell,"Energy Efficiency Behavior: The Role of Information, Capital Costs, and Individual Discount Rates",Duke University,Jan 05 2013,8:00 AM,"Hyatt, Maggie",Association of Environmental & Resource Economists,Energy Efficiency and Consumer Behavior,Q4,Stephen Holland,University of North Carolina-Greensboro,Ken Gillingham,Yale University,David Rapson,University of California-Davis,Arnab Mitra,University of Michigan,Stephen Holland,University of North Carolina-Greensboro,,,RICHARD NEWELL,Male,,,,,,NA,NA,NA,NA,NA,,
Richard Stanton,"CMBS Subordination, Ratings Inflation, and Regulatory-Capital Arbitrage",University of California-Berkeley,Jan 05 2013,10:15 AM,"Marriott, Rancho Santa Fe 2",American Real Estate & Urban Economic Association,Securitization and Security Design,G1,Chester Spatt,Carnegie Mellon University,Amit Seru,University of Chicago,John Griffin,University of Texas-Austin,Burton Hollifield,Carnegie Mellon University,Barney Hartman-Glaser,Duke University,,,Richard Stanton,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Dekle,Do Foreign Banks Cut Their Bank Lending More during a Crisis?,University of Southern California,Jan 04 2013,2:30 PM,"Hyatt, America's Cup D",American Committee on Asian Economic Studies/American Economic Association,Empirical Assessments of International Shock Transmission for Asia,F4,Michael Plummer,Johns Hopkins University,Pierre L. Siklos,Wilfrid Laurier University,Mordechai E. Kreinin,Michigan State University,Richard Pomfret,"University of Adelaide, Australia",Steven Husted,University of Pittsburgh,,,Robert Dekle,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Fairlie,Racial Differences in Financial Capital Injections among New Businesses,University of California-Santa Cruz,Jan 05 2013,10:15 AM,"Marriott, Atlanta",Society of Government Economists,Small Business Finance,M2,John Earle,George Mason University and Central European University,John S. Earle,George Mason University and Central European University,W. Scott Frame,University of North Carolina-Charlotte,Zoltan Acs,George Mason University,Alexey Levkov,Federal Reserve Bank of Boston,,,Robert Fairlie,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Gibbons,"Performance Differences, Managerial Practices, and Relational Contracts",Massachusetts Institute of Technology,Jan 06 2013,8:00 AM,"Hyatt, Manchester A",American Economic Association,Economics of Management and Organizations,L1,Robert Gibbons,Massachusetts Institute of Technology,,,,,,,,,,,ROBERT GIBBONS,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Goldstein,Endogenous Dividend Dynamics and the Term Structure of Dividend Strips,University of Minnesota-Twin Cities,Jan 04 2013,10:15 AM,"Marriott, Marina Salon D",American Finance Association,Equity Risk Premia: Cross-Sectional Variation,G1,Nikolai Roussanov,University of Pennsylvania,Vito Gala,London Business School,Adlai Fisher,University of British Columbia,Lukas Schmid,Duke University,Johan Walden,University of California-Berkeley,,,ROBERT GOLDSTEIN,Male,,,,,,NA,NA,NA,NA,NA,,
Robert J. Vigfusson,The Hitchhiker's Guide to Missing Import Price Changes and Pass-Through,Federal Reserve Board,Jan 06 2013,10:15 AM,"Hyatt, America's Cup D",Econometric Society,International Trade Pricing,F3,Robert Vigfusson,Federal Reserve Board,Robert J. Vigfusson,Federal Reserve Board,Linda S. Goldberg,Federal Reserve Bank of New York,Mario J. Crucini,Vanderbilt University,Jay C. Shambaugh,George Washington University,,,ROBERT J. VIGFUSSON,Male,Robert Vigfusson,,,,,NA,NA,NA,NA,NA,,
Robert J. Vigfusson,Forecasting the Price of Oil,Federal Reserve Board,Jan 04 2013,10:15 AM,"Hyatt, Cunningham C",Econometric Society,Modeling and Forecasting Oil Prices,Q4,Hilde Bjornland,Norwegian Business School,Knut Are Aastveit,Norges Bank,Marcelle Chauvet,University of California-Riverside,James D. Hamilton,University of California-San Diego,Lutz Kilian,University of Michigan,,,ROBERT J. VIGFUSSON,Male,Robert Vigfusson,,,,,NA,NA,NA,NA,NA,,
Robert Johnson,"Technology, Trade Costs, and the Pattern of Trade with Multi-Stage Production",Dartmouth College,Jan 04 2013,10:15 AM,"Hyatt, Edward A",American Economic Association,Global Production Chains,F1,Kalina Manova,Stanford University,Thibault Fally,University of Colorado-Boulder,Robert Feenstra,University of California-Davis,Davin Chor,Singapore Management University,George Alessandria,Federal Reserve Bank of Philadelphia,,,Robert Johnson,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Kaestner,Does Statin Use Adversely Affect Health Behaviors?,University of Illinois and NBER,Jan 05 2013,10:15 AM,"Marriott, La Costa",Health Economics Research Organization,Medical Interventions and Patient Offsetting Behavior,I1,Michael Grossman,City University of New York Graduate Center and NBER,Will Dow,University of California-Berkeley and NBER,Sandra L. Decker,NCHS,Robert Kaestner,University of Illinois-Chicago and NBER,,,,,Robert Kaestner,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Kaestner,Does Seeing the Doctor More Keep You Out of the Hospital?,University of Illinois-Chicago and NBER,Jan 05 2013,2:30 PM,"Hyatt, Edward C",International Health Economics Association,Utilization and Costs in Health Care – Implications for Reform,I1,Jody Sindelar,Yale University,David Ridley,Duke University,Guy David,University of Pennsylvania and NBER,Richard Lindrooth,University of Colorado-Denver,,,,,Robert Kaestner,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Topel,Energy and National Security,University of Chicago,Jan 05 2013,8:00 AM,"Hyatt, Randle A & B",American Economic Association,Economics of National Security,H5,Martin Feldstein,Harvard University and NBER,Andrei Shleifer,Harvard University,Michael Meese,U.S. Military Academy at West Point,Martin Feldstein,Harvard University,Melissa Dell,Massachusetts Institute of Technology,,,ROBERT TOPEL,Male,,,,,,NA,NA,NA,NA,NA,,
Robert Town,Estimating the Price Impact of Hospital Mergers: Inova's Acquisition of Price William Hospital,University of Pennsylvania,Jan 05 2013,12:30 PM,"Marriott, La Costa",Health Economics Research Organization,"Hospital Market Structure, Pricing, and Quality of Care",I1,Martin Gaynor,Carnegie Mellon University,Alan Sorenson,University of Wisconsin,Amitabh Chandra,Harvard University,Carol Propper,Imperial College London,,,,,ROBERT TOWN,Male,,,,,,NA,NA,NA,NA,NA,,
Roberto Rigobon,Measuring Sovereign Contagion in Europe,Massachusetts Institute of Technology,Jan 06 2013,10:15 AM,"Hyatt, Emma C",American Economic Association,Sovereign Risk,G3,David Parsley,Vanderbilt University,,,,,,,,,,,ROBERTO RIGOBON,Male,,,,,,NA,NA,NA,NA,NA,,
Robin Burgess,Can Entrepreneurship Programs Transform the Lives of the Poor?,London School Economics,Jan 04 2013,2:30 PM,"Hyatt, Ford A",Association for Economic & Development Studies in Bangladesh,"Improving the Lives of Poor and Ultra-poor: Arsenic Information, Empowerment of Adolescents, Entrepreneurship, and SME",O1,Fahad Khalil,University of Washington,Pallab Mazumder,Florida International University,Craig Mcintosh,University of California-San Diego,Asadul Islam,Monash University,Forhad Shilpi,World Bank,,,ROBIN BURGESS,Male,,,,,,NA,NA,NA,NA,NA,,
Roger Feldman,Does Access to Transparent Provider Quality and Cost Information Affect Health Care Cost and Utilization of Preventive Services?,University of Minnesota,Jan 05 2013,2:30 PM,"Hyatt, Edward C",International Health Economics Association,Utilization and Costs in Health Care – Implications for Reform,I1,Jody Sindelar,Yale University,David Ridley,Duke University,Guy David,University of Pennsylvania and NBER,Richard Lindrooth,University of Colorado-Denver,,,,,ROGER FELDMAN,Male,,,,,,NA,NA,NA,NA,NA,,
Roger Gordon,Views among Economists: Professional Consensus or Point-Counterpoint?,University of California-San Diego,Jan 05 2013,8:00 AM,"Hyatt, Manchester B & C",American Economic Association,What Do Economists Think about Major Public Policy Issues?,A1,Anil Kashyap,University of Chicago,James M. Poterba,Massachusetts Institute of Technology and NBER,Paul Krugman,Princeton University,Monika Piazzesi,Stanford University,Robert Hall,Stanford University,David Wessel,Wall Street Journal,ROGER GORDON,Male,,,,,,NA,NA,NA,NA,NA,,
Rohini Pande,Truth-Telling by Third-Party Auditors: Evidence from a Randomized Field Experiment in India,Harvard University,Jan 06 2013,8:00 AM,"Hyatt, Randle D",American Economic Association,Environmental Policy in Developing Countries,O1,Rema Hanna,Harvard University,Hunt Alcott,New York University,Ryan Kellogg,University of Michigan,Kelsey Jack,Tufts University,,,,,ROHINI PANDE,Female,,,,,,NA,NA,NA,NA,NA,,
Roland Benabou,Groupthink: Collective Delusions in Organizations and Markets,Princeton University,Jan 06 2013,8:00 AM,"Hyatt, America's Cup C",Econometric Society,Beliefs Distortions and Welfare,D9,Markus Brunnermeier,Princeton University,Thomas Eisenbach,Federal Reserve Bank of New York,Alp Simsek,Harvard University,Larry Samuelson,Yale University,,,,,ROLAND BENABOU,Male,,,,,,NA,NA,NA,NA,NA,,
Roland Benabou,Competitive Pay and Work Ethics,Princeton University,Jan 05 2013,8:00 AM,"Hyatt, Cunningham C",Econometric Society,Incentive Pay and Competition,G3,Jean Tirole,Economics TSE,,,,,,,,,,,ROLAND BENABOU,Male,,,,,,NA,NA,NA,NA,NA,,
Roland Straub,Bubble Thy Neighbor: Portfolio Effects and Externalities from Capital Controls,European Central Bank,Jan 05 2013,2:30 PM,"Hyatt, Elizabeth Ballroom A",American Economic Association,Capital Controls and the International Monetary System,F3,Carmen Reinhart,Harvard University,Robert Kollmann,Universite Libre de Bruxelles,Nicolas Coeurdacier,SciencesPo,Sebnem Kalemli-Ozcan,University of Maryland,Jeromin Zettelmeyer,European Bank for Reconstruction and Development,,,Roland Straub,Male,,,,,,NA,NA,NA,NA,NA,,
Roland Straub,A global monetary tsunami? On the spillovers of US Quantitative Easing,European Central Bank,Jan 06 2013,8:00 AM,"Hyatt, Emma C",American Economic Association,International Finance,F3,Hendrik Van Den Berg,University of Nebraska-Lincoln,,,,,,,,,,,Roland Straub,Male,,,,,,NA,NA,NA,NA,NA,,
Romain Ranciere,Income Inequality and Current Account Imbalances,Paris School of Economics and International Monetary Fund,Jan 05 2013,10:15 AM,"Hyatt, Elizabeth Ballroom H",American Economic Association,"Household Heterogeneity, Business Cycles, and Monetary Policy",E2,Yuriy Gorodnichenko,University of California-Berkeley,William A. Branch,University of California-Irvine,James K. Galbraith,University of Texas-Austin,Menzie Chinn,University of Wisconsin,Martin Schneider,Stanford University,,,ROMAIN RANCIERE,Male,,,,,,NA,NA,NA,NA,NA,,
Ron Alquist,Forecasting the Price of Oil,Bank of Canada,Jan 04 2013,10:15 AM,"Hyatt, Cunningham C",Econometric Society,Modeling and Forecasting Oil Prices,Q4,Hilde Bjornland,Norwegian Business School,Knut Are Aastveit,Norges Bank,Marcelle Chauvet,University of California-Riverside,James D. Hamilton,University of California-San Diego,Lutz Kilian,University of Michigan,,,RON ALQUIST,Male,,,,,,NA,NA,NA,NA,NA,,
Ronald Masulis,Independent Director Incentives: Where do Talented Directors Spend Their Time and Energy?,University of New South Wales,Jan 04 2013,8:00 AM,"Marriott, Marina Salon F",American Finance Association,Corporate Governance (Empirical),G3,David Yermack,New York University,Ran Duchin,University of Michigan-Ann Arbor,Augustin Landier,University of Toulouse,David Solomon,University of Southern California,,,,,RONALD MASULIS,Male,,,,,,NA,NA,NA,NA,NA,,
Ronald Masulis,Compensation Gaps Among Top Executives: Evidence of Tournament Incentives or Productivity Differentials?,University of New South Wales,Jan 06 2013,1:00 PM,"Marriott, Marina Salon E",American Finance Association,Executive Compensation and CEO's,G3,E. Kim,University of Michigan-Ann Arbor,Jennifer Brown,Northwestern University,Yao Lu,Tsinghua University,Ulrike Malmendier,University of California-Berkeley,,,,,RONALD MASULIS,Male,,,,,,NA,NA,NA,NA,NA,,
Roni Michaely,Product Market Competition and Internal Governance: Evidence from the Sarbanes Oxley Act,Cornell University,Jan 06 2013,1:00 PM,"Marriott, Marina Salon D",American Finance Association,"Corporate Governance, Product Market Competition and Acquisitions",G3,Gordon Phillips,University of Southern California,Elena Simintzi,London Business School,Gerard Hoberg,University of Maryland,Amit Seru,University of Chicago,Oguzhan Ozbas,University of Southern California,,,RONI MICHAELY,Male,,,,,,NA,NA,NA,NA,NA,,
